frame_id,axial_distance_ft,segment_type,frame_roll_rad,frame_tilt_rad,frame_yaw_rad,center_x_mm,center_y_mm,center_z_mm,radius_mm,x_mm,y_mm
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.94,34.94,0.0
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.02,35.01,0.61
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.09,35.07,1.22
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.02,34.97,1.83
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.93,34.84,2.44
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.93,34.8,3.04
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.99,34.8,3.66
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.94,34.68,4.26
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.06,34.72,4.88
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.95,34.52,5.47
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.97,34.44,6.07
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.95,34.31,6.67
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.07,34.3,7.29
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.03,34.13,7.88
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.09,34.05,8.49
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.07,33.88,9.08
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.03,33.67,9.66
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.05,33.52,10.25
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.02,33.31,10.82
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.99,33.08,11.39
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.95,32.84,11.95
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.03,32.7,12.55
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.0,32.45,13.11
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.07,32.28,13.7
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.07,32.04,14.26
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.95,31.68,14.77
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.03,31.48,15.36
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.09,31.27,15.93
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.95,30.86,16.41
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.92,30.54,16.93
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.9,30.22,17.45
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.09,30.08,18.07
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.97,29.66,18.53
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.09,29.43,19.11
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.0,29.02,19.57
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.07,28.73,20.12
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.97,28.29,20.55
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.98,27.94,21.05
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.98,27.56,21.54
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.98,27.18,22.01
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.02,26.83,22.51
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.96,26.38,22.94
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.06,26.05,23.46
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.95,25.56,23.84
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.0,25.18,24.31
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.0,24.75,24.75
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.97,24.29,25.16
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.91,23.81,25.53
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.95,23.39,25.97
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.91,22.9,26.35
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.93,22.45,26.76
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.07,22.07,27.25
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.92,21.5,27.52
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.96,21.04,27.92
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.04,20.6,28.35
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.9,20.02,28.59
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.9,19.52,28.93
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.93,19.02,29.29
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.1,18.6,29.77
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.91,17.98,29.92
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.03,17.52,30.34
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.99,16.96,30.6
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.02,16.44,30.92
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.08,15.93,31.26
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.0,15.34,31.46
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.05,14.81,31.77
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.94,14.21,31.92
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.96,13.66,32.18
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.08,13.14,32.53
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.06,12.56,32.73
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.1,12.0,32.98
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.03,11.4,33.12
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.91,10.79,33.2
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.08,10.26,33.55
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.95,9.63,33.6
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.09,9.08,33.89
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.05,8.48,34.01
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.1,7.9,34.2
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.05,7.29,34.28
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,35.08,6.69,34.44
0,0.0,straight,0.00461,0.0,0.0,0.0,0.0,0.0,34.96,6.07,34.43
